번호,종목코드,기업명,업종코드,업종,상장주식수(주),자본금(원),액면가(원),통화구분,대표전화,주소,총카운트
644,010770,평화홀딩스,033003,자동차 신품 부품 제조업,"14,625,466","7,312,733,000","500",원(KRW),053-610-8500,대구광역시 달성군  논공읍 논공로 597 ,794
645,005490,포스코,032401,1차 철강 제조업,"87,186,835","482,403,125,000","5,000",원(KRW),054-220-0114,경상북도 포항시 남구  동해안로 6261 (주) 포스코,794
646,058430,포스코강판,032401,1차 철강 제조업,"6,000,000","30,000,000,000","5,000",원(KRW),054-280-6114,경상북도 포항시 남구  철강로 173 포스코강판주식회사,794
647,047050,포스코인터내셔널,074601,상품 중개업,"123,375,149","616,875,745,000","5,000",원(KRW),02-759-2114,서울특별시 중구  통일로 10 연세재단세브란스빌딩,794
648,003670,포스코케미칼,032302,"내화, 비내화 요업제품 제조업","60,988,220","30,494,110,000","500",원(KRW),,경상북도 포항시 남구 신항로 110 ,794
649,007630,폴루스바이오팜,074601,상품 중개업,"39,311,572","19,655,786,000","500",원(KRW),02-554-3377,인천광역시 연수구 송도과학로 32 송도테크노파크IT센터 M동 27층 ,794
650,017810,풀무원,031007,기타 식품 제조업,"38,090,950","19,045,475,000","500",원(KRW),043-879-4500,충청북도 음성군 대소면 삼양로 730-27 ,794
651,103140,풍산,032402,1차 비철금속 제조업,"28,024,278","140,121,390,000","5,000",원(KRW),02-3406-5846,경기도 평택시  포승읍 평택항로156번길 134 (주)풍산,794
652,005810,풍산홀딩스,116409,기타 금융업,"7,835,167","45,175,835,000","5,000",원(KRW),02-2278-6700,인천광역시 계양구  아나지로 156 효성동 (주)풍산홀딩스,794
653,033180,필룩스,032602,전자부품 제조업,"90,043,128","45,171,564,000","500",원(KRW),070-7780-8000,경기도 양주시 광적면 광적로 235-48 ,794
654,086790,하나금융지주,116409,기타 금융업,"300,242,062","1,501,210,310,000","5,000",원(KRW),02-2002-1110,서울특별시 중구 을지로 66 (을지로 2가),794
655,293480,하나제약,032102,의약품 제조업,"16,200,000","8,100,000,000","500",원(KRW),02-577-7667,경기도 화성시 향남읍 제약단지로 13-39 ,794
656,039130,하나투어,147502,여행사 및 기타 여행보조 서비스업,"13,939,185","6,969,592,500","500",원(KRW),02-2127-1000,서울특별시 종로구 인사동5길 41 (주)하나투어 ,794
657,172580,하이골드12호,147601,운송장비 임대업,"13,044,500","65,222,500,000","5,000",원(KRW),02-2090-4600,제주특별자치도 제주시 연삼로 473 산업경제진흥원 (이도이동),794
658,153360,하이골드3호,147601,운송장비 임대업,"16,149,790","80,748,950,000","5,000",원(KRW),02-2090-4600,제주특별시자치도 제주시 연삼로 473 산업경제진흥원,794
659,071090,하이스틸,032401,1차 철강 제조업,"1,999,944","9,999,720,000","5,000",원(KRW),02-2273-2140,충청남도 당진시 송악읍 부곡공단4길 28-252 ,794
660,019490,하이트론씨스템즈,032605,영상 및 음향기기 제조업,"5,530,735","13,826,837,500","2,500",원(KRW),031-670-9100,경기도 안성시  삼죽면 서동대로 5953-85 ,794
661,000080,하이트진로,031101,알코올음료 제조업,"70,133,611","368,818,745,000","5,000",원(KRW),02-3219-0114,서울특별시 강남구 영동대로 714 ,794
662,000140,하이트진로홀딩스,116409,기타 금융업,"23,206,765","118,387,875,000","5,000",원(KRW),02-520-3112,서울특별시 강남구  영동대로 714 ,794
663,152550,한국ANKOR유전,116402,신탁업 및 집합투자업,"70,020,000","350,100,000,000","0",원(KRW),2180-0493,서울특별시 영등포구 은행로 3 여의도동,794
664,036460,한국가스공사,043502,연료용 가스 제조 및 배관공급업,"92,313,000","461,565,000,000","5,000",원(KRW),053-670-0114,대구광역시 동구 첨단로 120- ,794
665,005430,한국공항,085209,기타 운송관련 서비스업,"3,166,355","15,831,775,000","5,000",원(KRW),02-2660-3114,서울특별시 강서구  양천로 13 (방화동) 한국공항(주),794
666,071050,한국금융지주,116409,기타 금융업,"55,725,992","307,921,215,000","5,000",원(KRW),02-3276-6400,서울특별시 영등포구  의사당대로 88 ,794
667,010040,한국내화,032302,"내화, 비내화 요업제품 제조업","22,863,632","11,431,816,000","500",원(KRW),041-359-2200,충청남도 당진시  송산면 무수들길 370 ,794
668,025540,한국단자공업,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","10,415,000","5,207,500,000","500",원(KRW),032-814-9981,인천광역시 연수구 갯벌로 38 ,794
669,004090,한국석유공업,032309,기타 비금속 광물제품 제조업,"655,200","3,276,000,000","5,000",원(KRW),02-799-3114,서울특별시 용산구  이촌로 166 ,794
670,002200,한국수출포장공업,031702,"골판지, 종이 상자 및 종이용기 제조업","4,000,000","20,000,000,000","5,000",원(KRW),02-525-2981-9,서울특별시 서초구 서초중앙로 63 ,794
671,002960,한국쉘석유,031902,석유 정제품 제조업,"1,300,000","7,000,000,000","5,000",원(KRW),051-620-5133,부산광역시 남구  신선로 250 (용당동) ,794
672,123890,한국자산신탁,116402,신탁업 및 집합투자업,"123,977,752","61,988,876,000","500",원(KRW),02-2112-6300,"서울특별시 강남구 테헤란로 306 (역삼동, 카이트타워) ",794
673,015760,한국전력공사,043501,전기업,"641,964,077","3,209,820,385,000","5,000",원(KRW),061-345-3114,전라남도 나주시 전력로 55 -,794
674,006200,한국전자홀딩스,116409,기타 금융업,"46,803,136","23,401,568,000","500",원(KRW),02-3497-5535,서울특별시 서초구  마방로10길 5 ,794
675,009540,한국조선해양,033101,선박 및 보트 건조업,"70,773,116","353,865,580,000","5,000",원(KRW),02-1811-9114,서울특별시 종로구 율곡로 75 현대빌딩 14층,794
676,023350,한국종합기술,137201,"건축기술, 엔지니어링 및 관련 기술 서비스업","10,950,000","5,475,000,000","500",원(KRW),02-2049-2517,경기도 성남시 중원구 산성대로476번길 6 (금광동),794
677,025890,한국주강,032902,특수 목적용 기계 제조업,"11,309,259","5,654,629,500","500",원(KRW),055-585-7251,경상남도 함안군 법수면 장백로 585 - ,794
678,000970,한국주철관공업,032401,1차 철강 제조업,"22,800,500","12,000,000,000","500",원(KRW),051-291-5481-5,부산광역시 사하구  을숙도대로 525 ,794
679,104700,한국철강,032401,1차 철강 제조업,"46,050,000","46,050,000,000","1,000",원(KRW),055-260-0500,경상남도 창원시 성산구  공단로103번길 12 한국철강(주) ,794
680,017960,한국카본,032501,"구조용 금속제품, 탱크 및 증기발생기 제조업","43,960,757","21,980,378,500","500",원(KRW),055-350-8888,경상남도 밀양시 부북면 춘화로 85 ,794
681,161890,한국콜마,032004,기타 화학제품 제조업,"22,881,180","11,440,590,000","500",원(KRW),02-3485-0332,세종특별자치시  전의면 덕고개길 12-11 ,794
682,024720,한국콜마홀딩스,116409,기타 금융업,"17,938,966","8,969,483,000","500",원(KRW),041-862-1057,세종특별자치시  전의면 덕고개길 12-11 ,794
683,161390,한국타이어앤테크놀로지,032201,고무제품 제조업,"123,875,069","61,937,534,500","500",원(KRW),031-5178-7000,경기도 성남시 분당구 판교로 286 -,794
684,000240,한국테크놀로지그룹,116409,기타 금융업,"93,020,173","46,510,086,500","500",원(KRW),02-2222-1000,경기도 성남시 분당구 판교로 286 -,794
685,034830,한국토지신탁,116402,신탁업 및 집합투자업,"252,489,230","252,489,230,000","1,000",원(KRW),0234511181,서울특별시 강남구 테헤란로 309 ,794
686,007280,한국특수형강,032401,1차 철강 제조업,"32,353,490","16,176,745,000","500",원(KRW),051-323-2611,부산광역시 사상구  장인로77번길 52(학장동) ,794
687,168490,한국패러랠,116402,신탁업 및 집합투자업,"80,020,000","400,100,000,000","0",원(KRW),02-3276-4815,서울특별시 영등포구 은행로3 ,794
688,010100,한국프랜지공업,033003,자동차 신품 부품 제조업,"30,450,420","30,450,420,000","1,000",원(KRW),052-233-5511,울산 동구 동부동 194,794
689,047810,한국항공우주,033103,"항공기,우주선 및 부품 제조업","97,475,107","487,375,535,000","5,000",원(KRW),055-851-1000,경상남도 사천시  사남면 공단1로 78 한국항공우주산업 ,794
690,123690,한국화장품,074604,생활용품 도매업,"16,068,000","8,034,000,000","500",원(KRW),02-724-3281,서울특별시 종로구 청계천로 35 ,794
691,003350,한국화장품제조,032004,기타 화학제품 제조업,"4,532,000","2,266,000,000","500",원(KRW),02-724-3710,서울특별시 종로구 청계천로 35 ,794
692,011500,한농화성,032004,기타 화학제품 제조업,"15,637,042","7,818,521,000","500",원(KRW),063-462-2455,"전라북도 군산시  외항1길 24 (소룡동,0)",794
693,002390,한독,032102,의약품 제조업,"13,763,533","6,881,766,500","500",원(KRW),02-527-5114,서울특별시 강남구  테헤란로 132 ,794
694,014790,한라,064102,토목 건설업,"38,874,942","194,374,710,000","5,000",원(KRW),02-3434-5114,서울특별시 송파구 올림픽로 289 ,794
695,060980,한라홀딩스,116409,기타 금융업,"10,472,070","55,086,180,000","5,000",원(KRW),02-3434-6363,경기도 용인시 기흥구 기흥단지로 46 -,794
696,053690,한미글로벌,137201,"건축기술, 엔지니어링 및 관련 기술 서비스업","10,957,550","5,478,775,000","500",원(KRW),02-3429-6300,서울특별시 강남구 테헤란로87길 36 도심공항타워 층,794
697,042700,한미반도체,032902,특수 목적용 기계 제조업,"51,501,501","12,716,420,500","200",원(KRW),032-571-9100,인천광역시 서구 가좌로30번길 14 ,794
698,008930,한미사이언스,116409,기타 금융업,"66,011,149","33,005,574,500","500",원(KRW),02-410-9114,경기도 화성시 팔탄면 무하로 214 한미약품(주) 팔탄공단,794
699,128940,한미약품,032102,의약품 제조업,"11,843,029","29,607,572,500","2,500",원(KRW),031-356-3311,경기도 화성시  팔탄면 무하로 214 ,794
700,009240,한샘,074604,생활용품 도매업,"23,533,928","23,533,928,000","1,000",원(KRW),02-6470-3114,경기도 안산시 단원구 번영2로 144 ,794
701,020000,한섬,031401,봉제의복 제조업,"24,630,000","12,315,000,000","500",원(KRW),02-3416-2000,서울특별시 강남구  도산대로 523 한섬빌딩,794
702,003680,한성기업,031002,수산물 가공 및 저장 처리업,"6,209,515","31,047,575,000","5,000",원(KRW),051-410-7100,부산광역시 영도구  태종로 63 ,794
703,105630,한세실업,031401,봉제의복 제조업,"40,000,000","20,000,000,000","500",원(KRW),02-3779-0779,서울특별시 영등포구 은행로 29 정우빌딩 ,794
704,069640,한세엠케이,074704,"섬유, 의복, 신발 및 가죽제품 소매업","12,909,322","6,454,661,000","500",원(KRW),02-2142-5000,서울특별시 강남구  논현로 633 ,794
705,016450,한세예스24홀딩스,031401,봉제의복 제조업,"40,000,000","20,000,000,000","500",원(KRW),02-3779-0800,서울특별시 영등포구 은행로 30 중소기업중앙회 6층 ,794
706,009180,한솔로지스틱스,085209,기타 운송관련 서비스업,"27,477,425","14,340,941,000","500",원(KRW),02-3287-7400,서울특별시 중구 을지로 100 파인애비뉴 B동 22층 ,794
707,213500,한솔제지,031701,"펄프, 종이 및 판지 제조업","23,800,576","119,002,880,000","5,000",원(KRW),02-3287-6040,"서울특별시 중구 을지로 100 비동 (을지로2가, 파인애비뉴) ",794
708,014680,한솔케미칼,032001,기초 화학물질 제조업,"11,295,195","56,475,975,000","5,000",원(KRW),02-2152-2326,서울특별시 강남구 테헤란로 513K Tower 7F / 8F ,794
709,004710,한솔테크닉스,032602,전자부품 제조업,"32,109,878","160,549,390,000","5,000",원(KRW),02-3287-7903,서울특별시 중구 을지로 100 ,794
710,010420,한솔피엔에스,074607,기타 전문 도매업,"20,493,012","10,246,506,000","500",원(KRW),02-6005-4534,서울특별시 중구 퇴계로 213 일흥빌딩 5층 ,794
711,004150,한솔홀딩스,116409,기타 금융업,"42,008,577","42,008,577,000","1,000",원(KRW),02-3287-6875,서울특별시 중구 을지로 100 파인애비뉴 B동 24층 ,794
712,025750,한솔홈데코,031601,제재 및 목재 가공업,"80,565,149","83,765,149,000","1,000",원(KRW),02-3284-3881,서울특별시 동작구 보라매로5길 15 전문건설회관빌딩 ,794
713,004960,한신공영,064101,건물 건설업,"11,570,702","57,853,510,000","5,000",원(KRW),02-3393-3114,경기도 용인시 처인구  백암면 덕평로 82 ,794
714,011700,한신기계공업,032901,일반 목적용 기계 제조업,"32,446,151","16,223,075,500","500",원(KRW),031-491-3911,경기도 안산시 단원구  해봉로330번길 23 신길동,794
715,001750,한양증권,116601,금융 지원 서비스업,"12,728,534","66,267,670,000","5,000",원(KRW),02-3770-5000,서울 영등포구 여의도동 34-11,794
716,018880,한온시스템,032901,일반 목적용 기계 제조업,"533,800,000","53,380,000,000","100",원(KRW),042-930-6114,대전광역시 대덕구  신일서로 95 ,794
717,009420,한올바이오파마,032102,의약품 제조업,"52,240,638","26,120,319,000","500",원(KRW),042-932-5997,대전광역시 대덕구  상서당1길 43  ,794
718,014130,한익스프레스,084903,도로 화물 운송업,"12,000,000","6,000,000,000","500",원(KRW),02-3400-5474,경기도 화성시 양감면 초록로 103 (주)한익스프레스,794
719,300720,한일시멘트,032303,"시멘트, 석회, 플라스터 및 그 제품 제조업","4,144,970","20,724,850,000","5,000",원(KRW),02-531-7000,서울특별시 서초구 효령로 275 서초동 1587 한일시멘트빌딩,794
720,002220,한일철강,032401,1차 철강 제조업,"22,841,537","11,420,768,500","500",원(KRW),02-2267-6161,서울특별시 중구  퇴계로27길 28 (한영빌딩 9층),794
721,006390,한일현대시멘트,032303,"시멘트, 석회, 플라스터 및 그 제품 제조업","16,821,290","84,106,450,000","5,000",원(KRW),02-520-2114,서울특별시 서초구 효령로 275 서초동 1587 한일시멘트빌딩,794
722,003300,한일홀딩스,032303,"시멘트, 석회, 플라스터 및 그 제품 제조업","5,994,356","31,342,450,000","5,000",원(KRW),02-550-7901,서울특별시 서초구 효령로 275 서초동 1587 한일시멘트빌딩,794
723,051600,한전KPS,064203,전기 및 통신 공사업,"45,000,000","9,000,000,000","200",원(KRW),061-345-2000,전라남도 나주시 문화로 211 -,794
724,052690,한전기술,137201,"건축기술, 엔지니어링 및 관련 기술 서비스업","38,220,000","7,644,000,000","200",원(KRW),031-289-3114,경상북도 김천시 혁신로 269 (율곡동),794
725,130660,한전산업,137201,"건축기술, 엔지니어링 및 관련 기술 서비스업","32,600,000","16,300,000,000","500",원(KRW),02-2250-2700,서울특별시 중구  서소문로 115 한산빌딩 ,794
726,002320,한진,084903,도로 화물 운송업,"11,974,656","59,873,280,000","5,000",원(KRW),02-728-5114,서울특별시 중구 남대문로 63 한진빌딩 ,794
727,097230,한진중공업,064102,토목 건설업,"83,274,281","416,371,405,000","5,000",원(KRW),051-410-3114,부산광역시 영도구  태종로 233 한진중공업,794
728,003480,한진중공업홀딩스,043502,연료용 가스 제조 및 배관공급업,"29,529,812","155,149,060,000","5,000",원(KRW),02-2049-2395,경기도 남양주시 별내3로 391 관리동 1층,794
729,180640,한진칼,085101,항공 여객 운송업,"59,170,458","149,268,060,000","2,500",원(KRW),02-726-6166,서울특별시 중구 소공로 88 (소공동),794
730,005110,한창,074605,기계장비 및 관련 물품 도매업,"34,790,269","17,395,134,500","500",원(KRW),02-850-6545,부산광역시 연제구 중앙대로 1052 501호(연산동),794
731,009460,한창제지,031701,"펄프, 종이 및 판지 제조업","59,667,486","29,833,743,000","500",원(KRW),055-370-2000,경상남도 양산시  웅상대로 1564 (주)한창제지,794
732,000880,한화,032004,기타 화학제품 제조업,"74,958,735","489,550,145,000","5,000",원(KRW),02-729-1114,서울특별시 중구  청계천로 86 24층,794
733,088350,한화생명,116501,보험업,"868,530,000","4,342,650,000,000","5,000",원(KRW),02-789-5114,서울특별시 영등포구 63로 50 ,794
734,000370,한화손해보험,116501,보험업,"116,738,915","583,694,575,000","5,000",원(KRW),02-1566-8000,서울특별시 영등포구  여의대로 56 한화손해보험(주),794
735,009830,한화솔루션,032001,기초 화학물질 제조업,"159,864,497","821,170,655,000","5,000",원(KRW),02-729-2700,서울특별시 중구 청계천로 86 한화빌딩 ,794
736,272210,한화시스템,032602,전자부품 제조업,"110,230,389","551,151,945,000","5,000",원(KRW),02-729-4605,경상북도 구미시 1공단로 244 ,794
737,012450,한화에어로스페이스,033103,"항공기,우주선 및 부품 제조업","50,630,000","265,650,000,000","5,000",원(KRW),055-260-2114,경상남도 창원시 성산구  창원대로 1204 ,794
738,003530,한화투자증권,116601,금융 지원 서비스업,"214,547,775","1,096,738,875,000","5,000",원(KRW),02-3772-7000,서울특별시 영등포구  여의대로 56 한화증권빌딩 한화투자증권 주식회사,794
739,195870,해성디에스,032602,전자부품 제조업,"17,000,000","85,000,000,000","5,000",원(KRW),07047610000,경상남도 창원시 성산구 웅남로 726 ,794
740,101530,해태제과식품,031007,기타 식품 제조업,"29,116,822","14,558,411,000","500",원(KRW),02-709-7766,충청남도 천안시 서북구 성거읍 천흥8길 67-26 ,794
741,143210,핸즈코퍼레이션,033003,자동차 신품 부품 제조업,"21,863,268","10,931,634,000","500",원(KRW),032-870-9600,인천광역시 서구 가정로37번길 50 ,794
742,000720,현대건설,064102,토목 건설업,"111,355,765","557,273,105,000","5,000",원(KRW),02-746-1114,서울특별시 종로구  율곡로 75 ,794
743,267270,현대건설기계,032901,일반 목적용 기계 제조업,"19,700,793","98,503,965,000","5,000",원(KRW),031-8006-6000,서울특별시 종로구 율곡로 75 ,794
744,005440,현대그린푸드,074701,종합 소매업,"97,704,482","48,852,241,000","500",원(KRW),031-525-2233,경기도 용인시 수지구 문인로 30 ,794
745,086280,현대글로비스,085209,기타 운송관련 서비스업,"37,500,000","18,750,000,000","500",원(KRW),02-6191-9114,서울특별시 강남구 테헤란로 301 -,794
746,064350,현대로템,033102,철도장비 제조업,"85,000,000","425,000,000,000","5,000",원(KRW),055-273-1341,경상남도 창원시 의창구  창원대로 488 ,794
747,079430,현대리바트,033201,가구 제조업,"20,535,282","20,535,282,000","1,000",원(KRW),02-3480-8001,경기도 용인시 처인구  남사면 경기동로 316 리바트,794
748,012330,현대모비스,033003,자동차 신품 부품 제조업,"95,054,694","490,969,315,000","5,000",원(KRW),02-2018-5114,서울 강남구 역삼1동 로담코빌딩 140-2,794
749,010620,현대미포조선,033101,선박 및 보트 건조업,"39,942,149","199,710,745,000","5,000",원(KRW),052-250-3114,울산광역시 동구 방어진순환도로 100 (주)현대미포조선,794
750,069960,현대백화점,074701,종합 소매업,"23,402,441","117,012,205,000","5,000",원(KRW),02-549-2233,서울특별시 강남구 테헤란로98길 12 -,794
751,004560,현대비앤지스틸,032401,1차 철강 제조업,"15,078,811","75,943,315,000","5,000",원(KRW),055-268-4114,경상남도 창원시 성산구  적현로 124 ,794
752,004310,현대약품,032102,의약품 제조업,"32,000,000","16,000,000,000","500",원(KRW),041-570-5114,충청남도 천안시 동남구  풍세면 잔다리길 55 ,794
753,322000,현대에너지솔루션,032601,반도체 제조업,"11,200,000","56,000,000,000","5,000",원(KRW),1522-5001,"경기도 성남시 분당구 분당로 55, 4층 퍼스트타워 ",794
754,126560,현대에이치씨엔,106002,텔레비전 방송업,"112,876,596","56,438,298,000","500",원(KRW),02-1877-8000,서울특별시 서초구  반포대로 19 에이치씨엔빌딩,794
755,017800,현대엘리베이터,032901,일반 목적용 기계 제조업,"38,351,001","199,915,005,000","5,000",원(KRW),031-644-5114,경기도 이천시  부발읍 경충대로 2091 현대엘리베이터(주),794
756,307950,현대오토에버,105802,소프트웨어 개발 및 공급업,"21,000,000","10,500,000,000","500",원(KRW),02-6296-6000,서울특별시 강남구 테헤란로 510 루첸타워,794
757,011210,현대위아,033003,자동차 신품 부품 제조업,"27,195,083","135,975,415,000","5,000",원(KRW),055-280-9114,경상남도 창원시 성산구  정동로 153 ,794
758,267260,현대일렉트릭,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","36,047,135","180,235,675,000","5,000",원(KRW),02-746-7545,서울특별시 종로구 율곡로 75 ,794
759,005380,현대자동차,033001,자동차용 엔진 및 자동차 제조업,"213,668,187","1,488,993,125,000","5,000",원(KRW),02-3464-1114,서울특별시 서초구  헌릉로 12 ,794
760,004020,현대제철,032401,1차 철강 제조업,"133,445,785","667,228,925,000","5,000",원(KRW),032-760-2114,인천광역시 동구  중봉대로 63 ,794
761,011760,현대종합상사,074608,상품 종합 도매업,"13,228,966","66,144,830,000","5,000",원(KRW),02-390-1114,서울특별시 종로구 율곡로2길 25 연합미디어센터빌딩 16층,794
762,267250,현대중공업지주,031902,석유 정제품 제조업,"15,798,617","81,433,085,000","5,000",원(KRW),02-746-7403,서울특별시 종로구 율곡로 75 현대빌딩 14층,794
763,001500,현대차증권,116601,금융 지원 서비스업,"29,337,111","146,685,555,000","5,000",원(KRW),02-3787-2114,서울특별시 영등포구 국제금융로2길 28 현대차증권,794
764,227840,현대코퍼레이션홀딩스,074603,음·식료품 및 담배 도매업,"9,100,836","45,504,180,000","5,000",원(KRW),02-390-1568,서울특별시 종로구 율곡로2길 25 ,794
765,001450,현대해상,116501,보험업,"89,400,000","44,700,000,000","500",원(KRW),02-1588-5656,서울 종로구 세종로 현대해상화재보험빌딩 ,794
766,057050,현대홈쇼핑,074709,무점포 소매업,"12,000,000","60,000,000,000","5,000",원(KRW),02-2143-2000,서울특별시 강동구  올림픽로70길 34 ,794
767,093240,형지엘리트,031401,봉제의복 제조업,"31,154,798","15,577,399,000","500",원(KRW),032-454-8404,인천광역시 연수구 송도과학로16번길 13-25 (송도동),794
768,003010,혜인,074605,기계장비 및 관련 물품 도매업,"12,712,747","6,356,373,500","500",원(KRW),02-3498-4500,서울특별시 서초구  동산로 86 혜인빌딩,794
769,111110,호전실업,031401,봉제의복 제조업,"8,000,000","4,657,880,000","500",원(KRW),02-706-6613,"서울특별시 마포구 마포대로 19 신화빌딩, 11층, 12층 ",794
770,008770,호텔신라,074708,기타 상품 전문 소매업,"39,248,121","200,000,000,000","5,000",원(KRW),02-2233-3131,서울특별시 중구 동호로 249 (주) 호텔신라,794
771,002460,화성산업,064101,건물 건설업,"12,450,800","62,254,000,000","5,000",원(KRW),053-767-2111,대구광역시 수성구  동대구로 111 ,794
772,013520,화승알앤에이,033003,자동차 신품 부품 제조업,"64,561,210","32,280,605,000","500",원(KRW),055-370-3331-4,경상남도 양산시  충렬로 61 ,794
773,241590,화승엔터프라이즈,031502,신발 및 신발 부분품 제조업,"60,536,670","30,268,335,000","500",원(KRW),02-588-8042,"부산광역시 연제구 중앙대로 1079 장천빌딩 6층 (연산동, 장천빌딩)",794
774,006060,화승인더스트리,032202,플라스틱제품 제조업,"55,320,000","27,660,000,000","500",원(KRW),051-311-0081,부산광역시 연제구 중앙대로 1079 장천빌딩 6층,794
775,010690,화신,033003,자동차 신품 부품 제조업,"34,920,410","17,460,205,000","500",원(KRW),054-330-5400,경상북도 영천시  도남공단길 94-2 ,794
776,133820,화인베스틸,032401,1차 철강 제조업,"29,550,000","16,050,000,000","500",원(KRW),055-259-2000,경상남도 창녕군 창녕읍 창밀로 259-33 ,794
777,010660,화천기계,032902,특수 목적용 기계 제조업,"22,000,000","11,000,000,000","500",원(KRW),02-523-7766,서울특별시 서초구  방배로 46 ,794
778,000850,화천기공,032902,특수 목적용 기계 제조업,"2,200,000","11,000,000,000","5,000",원(KRW),062-951-5111,광주광역시 광산구 하남산단4번로 123-17 (장덕동) 화천기공(주),794
779,016580,환인제약,032102,의약품 제조업,"18,600,070","9,700,035,000","500",원(KRW),02-405-3000,"서울특별시 송파구 법원로6길 11 (문정동, 환인빌딩)",794
780,032560,황금에스티,032402,1차 비철금속 제조업,"14,000,000","7,000,000,000","500",원(KRW),02-6121-4600,경기도 안산시 단원구 엠티브이1로 25 (주)황금에스티,794
781,004800,효성,116409,기타 금융업,"21,071,025","105,355,125,000","5,000",원(KRW),02-707-7000,서울특별시 마포구  마포대로 119 (공덕동) ,794
782,094280,효성 ITX,147509,기타 사업지원 서비스업,"11,558,200","5,779,100,000","500",원(KRW),02-2102-8400,서울특별시 영등포구  선유동2로 57 이레빌딩 15층,794
783,298040,효성중공업,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","9,324,548","46,622,740,000","5,000",원(KRW),02-707-7000,서울특별시 마포구 마포대로 119 효성빌딩 ,794
784,298050,효성첨단소재,032005,화학섬유 제조업,"4,479,948","22,399,740,000","5,000",원(KRW),02-707-7000,서울특별시 마포구 마포대로 119 효성빌딩 ,794
785,298020,효성티앤씨,032005,화학섬유 제조업,"4,327,682","21,638,410,000","5,000",원(KRW),02-707-7000,서울특별시 마포구 마포대로 119 ,794
786,298000,효성화학,032001,기초 화학물질 제조업,"3,190,126","15,950,630,000","5,000",원(KRW),02-2146-5500,서울특별시 서초구 반포대로 235 ,794
787,093370,후성,032001,기초 화학물질 제조업,"92,606,819","46,303,409,500","500",원(KRW),031-627-4328,경기도 화성시  팔탄면 현대기아로 72-37 ,794
788,081660,휠라홀딩스,074604,생활용품 도매업,"60,752,222","61,674,420,000","1,000",원(KRW),02-1577-3472,"서울특별시 강동구 천호대로 1077 이스트센트럴타워15층,16층,17층,18층",794
789,005870,휴니드테크놀러지스,032604,통신 및 방송 장비 제조업,"14,116,015","70,580,075,000","5,000",원(KRW),032-457-6000,인천광역시 연수구  벤처로 87 ,794
790,079980,휴비스,032005,화학섬유 제조업,"34,500,000","172,500,000,000","5,000",원(KRW),02-2189-4567,서울특별시 강남구  학동로 343 ,794
791,005010,휴스틸,032401,1차 철강 제조업,"7,621,668","38,108,340,000","5,000",원(KRW),02-828-9000,"서울특별시 강남구  테헤란로 512 (대치동, 신안빌딩 14층)",794
792,069260,휴켐스,032004,기타 화학제품 제조업,"40,878,588","40,878,588,000","1,000",원(KRW),02-2262-0600,서울특별시 중구  퇴계로 173 19층,794
793,000540,흥국화재,116501,보험업,"64,242,645","325,821,225,000","5,000",원(KRW),02-2002-6000,서울특별시 종로구 새문안로 68 ,794
794,003280,흥아해운,085001,해상 운송업,"116,732,559","58,366,279,500","500",원(KRW),02-3449-3000,"서울특별시 중구 남대문로9길 39 서울시 중구 남대문로9길 39(을지로1가, 부림빌딩) 8층",794
